organismal_trait	pSTR	STR_length	strain	trait_value	lrt_pvalue	adjusted_p	BF_significant
abamectin_norm.n	STR_10223	21	ED3048	3.5878763018306	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	ED3049	-5.959090651932	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	ED3052	-3.43183346682178	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	ED3073	-1.1592557457333	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	ED3077	9.80164120608903	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	EG4347	1.82369690374467	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	EG4349	18.0951324520636	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	EG4946	-1.16873320325509	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	GXW1	-3.76748822625661	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JT11398	-1.53173993632302	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1088	-1.93604169706684	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1172	2.91194385010614	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1212	-0.845232971348467	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1242	-3.51186667486318	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1246	0.333776780821466	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1395	-3.58165431645358	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1409	-5.79088416108111	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1440	-4.33780891288004	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1491	1.05927446620837	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1543	-2.99205215315462	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1568	-5.68920139738018	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1581	-5.22567024924471	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1652	1.0972653206945	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1666	-3.07758935406532	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1792	-6.0606616281933	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1793	4.53772250503093	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1808	-3.84557137933479	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1896	-8.02342468917108	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU1934	-1.6691788129047	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2007	-3.49034590070158	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2016	0.441330167421901	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2106	-13.1082533886974	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2131	-0.138486873791486	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2234	-4.81577526825316	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2250	-8.34210968608698	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2257	-6.98602127845817	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2464	-6.34385489717427	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2466	4.82452569781449	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2513	-3.00964278449446	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2522	13.5811089665731	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2534	-7.92251603704125	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2565	-2.05161208754654	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2566	-5.1994655013172	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2570	-2.43504506223233	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2572	-6.38340350655349	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2575	-6.71169172044573	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2576	-3.53362751464439	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2581	-8.6453120660841	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2586	15.4656756925822	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2587	-2.17319783336615	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2592	-5.97036687916952	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2593	-3.30674560692239	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2600	1.95879187130919	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2610	1.43951255430307	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2800	4.70293201932759	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2811	6.79756198775199	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2825	-2.86235071921352	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2829	-2.15730611582212	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2841	-1.46642335196635	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2853	-3.32368700807364	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2862	-7.97277432035543	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2878	0.205726852808947	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2879	2.41367303945244	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2906	0.529149411190103	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU2907	-4.96965995945105	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU310	-6.80102663743837	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU311	-5.45604366357105	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU3125	5.08930048343584	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU3127	13.5182095214901	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU3132	-8.69868705504428	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU3134	-0.762621464675172	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU3137	-1.30464525383333	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU3140	0.180288331197009	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU3144	3.39698246434162	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU323	-2.87511618580317	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU346	-1.56710598110888	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU360	-8.35170171860632	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU367	-5.015319189055	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU393	10.8373671342471	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU394	-5.53317347244727	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU397	-6.02197736974511	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU406	-4.89861837825742	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU440	-6.84835008692614	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU561	-4.79285978677939	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU642	-3.1439386733509	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU751	-5.96939007608337	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU774	-4.99597309487566	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU775	5.941351229452	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU778	-2.38366689505701	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU782	27.2137577433822	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU792	-9.08018169248965	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	JU830	-0.92534605780887	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	KR314	-4.72252985753292	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY16	-8.77511176936615	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY18	-7.97255721826084	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY1	-1.92844682040343	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY2147	-7.44771957949765	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY2212	7.27018680130533	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY2530	2.31564468615752	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY2535	8.93192174575151	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY2573	-4.49406263208717	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY2693	3.94933586275043	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY2713	-5.98914424401911	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY2741	-5.21521156080159	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY518	-6.82191672021389	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY679	1.11977494413747	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY772	-3.46789765228105	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	MY920	5.06175005639648	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC1049	-11.8620075471222	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC1107	-4.29807763862114	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC195	5.46724963130521	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC199	-0.652383383743379	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC207	-1.89971541689337	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC231	-1.61587693096271	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC236	5.18005152299832	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC242	-8.97827246349888	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC259	-11.1848167461374	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC268	0.054867938258387	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC269	3.85521477210751	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC275	4.54082121899639	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC276	-4.05742625874625	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC3	-5.10898355672266	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC501	6.89184415189019	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC511	-4.29114497347982	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC514	-7.58075114217247	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC515	5.70884670203256	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC522	-3.29496465051203	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC526	-6.63077833429873	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	NIC527	-13.0661693873721	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	PB303	-5.38390238346608	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	PS2025	1.10738813641312	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	PX179	2.85487393311182	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	QG556	-1.34321763522548	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	QG557	0.233195977070754	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	QX1212	-5.72653341555707	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	QX1233	-0.798558661569959	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	QX1791	0.388995194450208	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	QX1792	-9.49247953246745	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	QX1793	-5.27955035759317	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	QX1794	-2.90598782874748	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	RC301	2.4427194455256	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	WN2001	-7.49275839365104	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	WN2033	1.3229019686532	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	WN2050	1.93079063990138	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10223	21	XZ1513	-7.78735063652441	2.31304879240741e-06	0.00577105673705649	TRUE
abamectin_norm.n	STR_10247	19	AB1	-8.31249648784896	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	BRC20263	11.5539972945279	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CB4852	-0.964473690988609	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CB4854	-4.48016318788405	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CB4856	10.8915203599572	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CB4932	-5.04598986681742	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11262	6.56260550937037	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11264	0.355300340662175	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11271	-3.41309932660081	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11276	0.965111890606655	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11285	11.2546626986301	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11292	5.75800715605837	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11307	14.9395919577859	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11314	-2.52093504302107	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CX11315	-4.57110995080254	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	DL200	2.92446670743338	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	DL226	1.81565859957793	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	DL238	39.3176244318494	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ECA189	9.27309168881383	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CB4855	-2.7980970824993	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CB4857	2.96541463656498	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	CB4858	-4.0653583467968	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ECA348	5.98745874552168	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ECA349	-2.78062271461231	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ECA369	-7.73716748341443	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ECA36	-4.21439801413617	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ECA372	-5.81147970913094	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ECA396	-3.95972563662406	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3005	-6.52235460911737	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3011	5.19156578945155	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3017	-1.40906199388417	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3040	-1.41840378697367	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3046	-6.38273826181231	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3048	3.5878763018306	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3049	-5.959090651932	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3052	-3.43183346682178	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3073	-1.1592557457333	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	ED3077	9.80164120608903	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	EG4347	1.82369690374467	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	EG4349	18.0951324520636	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	EG4946	-1.16873320325509	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	GXW1	-3.76748822625661	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JT11398	-1.53173993632302	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1088	-1.93604169706684	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1172	2.91194385010614	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1212	-0.845232971348467	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1242	-3.51186667486318	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1246	0.333776780821466	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1249	-5.7383441420812	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1409	-5.79088416108111	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1491	1.05927446620837	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1543	-2.99205215315462	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1568	-5.68920139738018	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1581	-5.22567024924471	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1652	1.0972653206945	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1666	-3.07758935406532	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1792	-6.0606616281933	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1793	4.53772250503093	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1808	-3.84557137933479	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1896	-8.02342468917108	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU1934	-1.6691788129047	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2007	-3.49034590070158	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2016	0.441330167421901	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2017	-3.45439807906453	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2106	-13.1082533886974	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2131	-0.138486873791486	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2141	-2.33238757386074	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2234	-4.81577526825316	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2250	-8.34210968608698	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2257	-6.98602127845817	2.76781396618695e-06	0.00690569584563645	TRUE
abamectin_norm.n	STR_10247	19	JU2464	-6.34385489717427	2.76781396618695e-06	0.00690569584563645	TRUE
